1064,87935195
1064,89458301
570,73025873
807,8133400
807,22099321
807,62847142
807,94881542
807,1151534
807,9581200
807,676573
807,3842203
807,74494858
807,371593461
807,126187747
807,3461038
807,3758116
807,4928663
807,6338770
807,3133915
807,104095040
807,7163215
807,97914344
807,490726842
807,929116
807,9816723
807,88642111
807,121694194
807,906227282
807,81404800
814,78671166
814,84669395
814,93477522
814,87371673
814,137311004
814,75072795
951,64125349
951,865463
807,1182495
807,539213842
807,727924692
807,65856418
807,739870792
807,3164176
807,4117058
807,9919597
807,16685951
807,100515110
807,985486
807,93114828
807,121694182
807,1015793062
807,907864
807,3731377
807,3754400
807,13783665
807,508098212
807,492962192
807,1151545
807,15105639
807,560736442
807,92734438
807,782347592
807,1015729
807,61937355
807,85213036
807,304844
807,5592509
807,61292006
807,88895879
807,2246287
807,2464502
807,7674975
807,2310685
807,4038018
807,72717420
807,5106555
807,13783661
807,61873207
807,67629582
807,68643518
807,354703401
807,2703488
807,7155408
807,374666991
807,401526522
807,418141812
807,3658608
807,69999102
807,76049773
807,12343242
807,1141674
807,114286682
807,140718225
807,558928
807,51100051
807,89634747
807,90533149
807,111726284
807,70556181
807,72760007
807,91739154
807,365908611
807,2171508
807,3733758
807,932332772
807,3779615
807,4180396
807,75695503
807,140718229
807,552424
807,686064
807,373816871
807,569166332
807,70266756
951,136336112
807,1451712
807,4207595
807,131421268
807,457602422
807,581354422
807,1155001
807,6177415
807,92572810
807,125537280
807,680112
807,810557
807,9793214
807,286554
807,119437608
807,2659940
807,4207727
807,623024962
807,2285082
807,767888222
807,538257
807,3750324
807,235469
807,662927
807,910262
807,4311056
807,5224083
807,14495795
807,103549360
807,118596560
807,595646932
807,3766227
807,12332992
807,16467432
807,7928588
807,732326
807,94488754
807,130105294
807,3147133
807,4689913
807,13113941
807,615784812
807,11119790
807,60907055
807,935528
807,9838434
807,70206826
807,3257061
807,78062953
807,97691140
807,512665762
807,1149562
807,3778004
807,35407931
807,939444
807,2189036
807,814034
807,64848628
807,72902556
807,125539712
807,3528163
807,73682291
807,99925946
807,103171756
807,44250301
807,74494854
807,529272931
807,102712978
807,131752498
807,138623795
807,383831741
807,102522108
807,109734566
570,73025880
570,73025870
814,105804664
814,72098144
814,1036114
814,77918556
814,144210708
779,365137
216,132867466
216,897749
216,3155466
779,62165452
779,79875064
216,5317037
216,655171062
216,760429452
779,3130309
216,644480222
216,728760222
779,662959
216,3104092
216,12901240
779,2288470
216,448896352
216,468663252
216,552864
6,14769209
189,979041
537,140869461
570,15556979
1064,109704380
570,63899439
814,2749209
814,60437441
814,98549320
814,78934392
814,95828480
814,107541556
814,362297871
814,652332152
814,77380232
814,140850467
814,3118942
814,542335432
814,81263834
