5737,634
814,306898
3862,96491
10942,1018
5737,1981
7784,380168
5737,95676
6010,188902
5737,94620
5737,104647
3862,554
10942,1120
5737,354724
6010,4417246
6010,1112
6010,10424
10942,4611
5737,415
12928,72041
13953,1450
3475,409
9325,14696
9325,1065111
8068,57262
9325,415
13953,1
3475,4527
4830,173233
12650,1495
4830,464
11996,4080
4830,8313
1327,170672
4830,1556
4830,389790
2883,119
12650,162248
191,1469025
4830,892
4830,4527
2883,633
12650,2636
9,144227
191,284217
4830,14950
6692,8
4830,2483
191,86371
1327,9392
4830,249
334,981085
6,3905
6,398298
189,75206
6062,1351697
9476,580
6,646
2141,1018
6062,5071803
6845,1259
6845,3452
6,392
6,853
189,390
6062,587253
5152,5825552
5650,1
2000,1060
5152,11175
6062,12316
6845,796051
7322,1796
9476,259767
189,10795
4723,338116
6845,5831
7322,413
2141,196
5650,1534419
6062,250264
9476,182
5152,230
5152,1530634
7322,493435
9476,896
2141,143
6062,211086
6845,278887
6845,4858827
2141,6377
6062,93827
5650,261566
6845,1287513
6,1169
5152,144227
6845,5530
1995,2527
2440,3469
7127,91627
2440,400869
2440,1424821
8943,9305
1995,259
2440,129
1201,310260
7127,162248
2440,663
4196,10905
9796,6542
1201,27
2440,16341
4082,58208942
2440,1417
9796,4062
4082,58117782
2440,311820
2440,795
2440,4230674
9796,309436
1201,1412564
2440,1096
1201,384236
1201,260119
8943,392151
2440,16998
3355,134163
3355,6396188
9796,249
8608,167095
7358,193878
1906,752
8608,13
1906,12842
7358,1120
5789,63906
11367,4043887
5737,2848
7784,1289811
7784,4206730
10942,176
12928,1997
814,106
5737,352176
814,538084
5737,5590331
3862,152387
5737,2908
7784,8506054
5737,264854
5737,307677
5737,1264758
5737,5421799
10942,6309
13411,372175
3862,8138
5737,1461568
10942,129
10942,381
814,338
3862,464
6010,4834569
814,1169
7784,3085
2000,453587
6062,183228
6062,948
6062,16988
6845,4738512
8104,4607
6,719
2141,4041
6062,1061811
9476,314074
9476,1439297
5152,429675
9325,3806041
9325,365659
3475,16994
9325,64652
807,56895
829,67694
1244,210977
1244,543666
12434,961
829,5317
1762,1200250
1762,1562681
8113,27
8113,6404
8113,407188
12434,6925643
829,289345
1762,275373
3212,27
3212,3566
8113,3
807,705
1244,788504
807,399
1244,422732
1244,372244
12434,6432682
1762,57835
1762,13025
1762,100675
1244,169897
8113,4576
8113,5969984
1762,3614
1244,166717
1244,864274
1244,1411757
807,81
1244,864563
1244,1203159
8113,541764
12434,409796
1244,310557
6135,1541
1244,4777395
1762,5253927
12434,6404
807,719
8113,1188009
12434,3729
1244,1042428
2711,660
1244,11437
8113,1127
807,4324647
1762,288296
12434,901
807,7010729
829,406103
1244,195785
1244,319070
1244,439960
8113,175049
1244,3592731
829,86066
1244,2108
8113,1287
1244,292233
8113,892
1762,5315235
829,1215
1762,228
8113,14044
807,1776
8113,105
3575,719
3575,11907
4037,6377
5210,1337
5841,895
6596,193331
4037,3198
68,78682
6596,668
8644,13020
8815,1510548
4251,734
6596,1436569
8815,194593
6596,5765
6596,459578
8644,1212166
4037,1215
6596,9267
6596,250810
6596,4346304
4037,4350455
4251,1051960
6596,4337
6596,310260
814,726
13411,1452
814,4398960
5737,202
3862,75491
5737,661
5737,8881494
6010,67104
10942,1033
6010,368
5737,56895
814,633
814,68
5737,244311
2632,1005
3862,4496960
3862,102
1965,259467
1965,525046
7457,5080
1965,14950
2910,60391992
4984,163
7457,76
10828,248226
1056,7868248
1056,49905902
1056,77614152
1965,254
2910,80894472
4800,308253
7457,4999707
2910,83131412
7457,14950
7457,893222
10828,458
1056,56338222
1056,656
10828,2139
1056,87260532
7457,1226
1056,1231359
7457,259467
2515,55667
3646,85674
7457,626
10828,2969
7457,470349
1965,251372
4984,259
7457,44
7457,3192
7457,14894
7457,174351
10828,74673
10828,4165552
1056,352219
3646,16030
4800,1227
7457,1582621
10828,931
10828,4135213
1965,1395256
4800,1825
4800,2320
1056,3198
1965,1032594
4984,107666
1056,78718802
1965,441447
5311,6197352
7457,1504
1056,6207
1056,13216411
1056,49318112
1056,89778522
2515,2908
4984,1120
4984,11963
10828,182
1056,87995232
1056,47
1056,1647478
3646,2528
4984,243284
10828,625356
3646,73
2910,14797615
7457,3631
1056,76244412
7457,352176
10828,847
1056,85432032
2515,2902
1965,610
4984,68489
7457,1033
7457,5367
7887,65158
1056,10416032
1965,305582
3646,4867886
7457,80645
1056,72510252
1965,162815
7457,318164
1056,113475
4984,1823
7457,755
7457,58620
10828,647
5369,75798
1906,2605
1906,8491
1906,6
12464,27
1906,2323
1906,73
7358,3452
7358,9038
4723,3968561
6062,4918
6845,5678
6845,298954
5152,151678
7322,5245171
9476,1215
6062,795889
6,113
6845,4331
2141,1024
4723,1519461
6845,7308
6845,839233
8104,1825
6845,17026
9476,1214
6062,144452
189,1147
8104,412
6845,1609
6,1007
2000,1935
4723,468920
6062,418921
7322,67
9476,4346111
189,3886
6062,3238731
6845,1069
7322,892
9476,103
189,5025
2000,27
6062,125204
6062,7949792
6,525643
189,12316
2000,1120
2141,545
5152,75798
6845,8312
4723,72503
6845,7880118
6845,425
189,2619
6845,2490511
9476,8647
6062,94386
6845,1686732
5650,11915869
6845,5205
6845,210977
7322,5409659
189,2512
2000,76693
2141,542
5650,1478
6062,872
9476,7
189,17205
6062,6410
5152,313
5152,247319
5650,198
6062,10726405
6,81
5152,280294
6062,510367
6,27
2141,177
6062,313310
6062,1438374
9476,85
6845,5600
6845,12358
7322,1981
2000,745
6062,3602
6062,1315414
8104,1440
189,4918
4723,4308309
6845,68075
9476,27
189,286758
2000,13
4723,3469
5650,5382747
6062,1510
9476,369
6062,5813136
6845,13454
2141,163
6845,135470
8104,892
7322,637
5152,174348
9476,610
2141,892
7322,997
189,2353
189,273
189,156726
4723,91
5650,466111
6845,1559
5152,14950
6062,4496
6845,5674606
7322,847
9476,4444463
189,152
6062,14057
6062,334769
6845,2216
6845,3348
6845,11275900
8104,1653
5650,6672
6845,406
6845,258972
2980,259
3492,13
4596,5468298
4596,380068
12853,9236850
4596,7082367
9381,382
9381,258786
3492,144446
2980,847
5,1137
5,2791
7840,927
5,158706
5,6958285
5525,338
7840,901
8955,7965
5,10183
3335,2418
4167,412
5525,8693
7840,630
8955,470962
8955,4771546
12863,4081
5,259
5,7345
4167,7746632
5525,1087
12863,6058
5,218
8955,1945
5,16041
5525,182
7840,1725
9902,853
9902,1504
5,27
5,382
5,4655592
5525,27
5525,660
5525,1125
7840,550750
5,574
5,64078
4167,368
5525,2908
5,1309
5,75798
7840,415
8955,115
5525,6185
5525,153739
5,875800
7840,2763
7840,995510
5,307743
3335,115
4167,174
4167,9052
5525,5359
7840,14
7840,633
7840,1981
5,1450
5,1541
4167,595
7840,369
7840,425
11367,7847240
1906,3588
1906,48
5789,1168
5789,406186
11367,312
5369,2310
7358,4791756
6845,4506681
7322,176
9476,13
6,76
5152,384236
6845,12022
6,678
5650,4072164
7322,412
8104,210756
6845,534
6845,151999
8104,71569
6,1504
6062,1518490
9476,664
7322,663
7322,1005
189,2528
2651,4675
2141,485
5152,1444
6062,54882
6,3187
189,4429712
8104,666
6,4677794
8104,1935
9476,9662
1327,395676
4830,3924
12650,4651125
191,4690185
12650,510086
191,160734
6692,15
191,277616
191,9397812
13772,1265248
9,626
9,288252
12650,1446
12650,250426
12650,4015914
191,6058
2883,1
4830,368
6692,2236
12650,21
13772,1568
12650,2245
191,464
191,1473051
1327,1672655
6692,10183
12650,1215
12650,1098003
6692,281509
191,4573538
191,7096
12650,198
13772,288092
191,7813500
3019,1217788
9,284
2883,2833
9814,17262
2883,542
6692,1148
9,185473
12650,754
12650,791
4830,5113
9,193557
951,254
1327,57495
9814,81243
12650,564
12650,5312342
4830,74698
6692,57262
9814,1197801
12650,155494
12650,3096081
13772,81992
8377,75332
4830,76
12650,1935
13772,68188
1327,6456
4830,2969
6692,1040
12650,1690105
1762,4428187
8113,188932
12434,1935
829,480
1244,398333
1762,3
8113,3445
8113,1020109
12434,58801
807,6665
1244,487286
1762,406688
1762,3969451
3212,542
8113,1125
12434,480
1762,1125
1762,281955
8113,3467
8113,3771
807,5384533
829,5695
1244,27
1244,1530634
12434,261212
807,5163755
8113,3845
12434,133863
1762,1189631
1244,298604
1762,105
8113,1671767
807,106574
1244,142381
8113,17026
807,936
1244,849
1762,38
1762,254
1762,1594487
8113,145376
1244,4208
1244,407883
8113,75491
6010,3694481
7784,6147
5737,671
814,80681
5737,1
5737,973
814,163
5737,1375
5737,1009
10942,997
5737,3120
13411,7471084
13411,14950
6010,1375
3862,1202292
5737,2236
5737,3350
5737,279700
7784,664
5737,387764
3862,259
7784,3047
3862,1462393
3862,10530
10942,75798
10942,412
10942,656
3862,249599
5737,7258
10942,671
10942,21
814,287
5737,4255
5737,4525051
6010,2900
5737,4037109
7784,2814
7784,633
814,282118
5737,4562738
3862,1275239
5737,1420
5737,2689
3862,450193
5737,1626
7784,687
10942,1495
7358,44
1906,2388
8608,892
7358,846
11367,4494623
11367,515304
7358,896
1906,3223
7358,726
7358,380832
5789,56895
7358,2690681
7358,7398414
5789,159260
5789,1424821
1906,839
5789,1282
7358,1024
12464,142381
7358,1227
1906,1650
5369,2625
5789,397459
8608,1309
11367,1200692
1906,7983
7358,74398
8608,211392
1906,110
12464,6377
8608,2519
7358,69925
829,762
1244,190935
1762,800
1762,377827
829,15
1244,1342
1762,482
8113,7732992
12434,1667
1762,193878
6135,76
8113,1177287
1244,58801
1762,5995
8113,144227
12434,369
807,2230541
829,1408
829,7855
1244,91696
1762,152291
2711,92
8113,1981
1244,85
1762,480548
807,656
1244,1658
1244,1725
1244,1010425
12434,4675
1244,1131364
1244,1214013
12434,1803
8113,162248
8113,245676
807,16967
8113,11
8113,14819
8113,17032
807,3682
1762,1945
829,230
829,97482
8113,2600
12434,160717
1244,860
1762,162815
8113,5200662
2197,610
2197,112388
4302,4495494
6448,542
6448,51204222
6448,73153862
6448,83238712
6448,88718922
10720,1036
12276,75491
2865,173328
6448,96753072
817,1022
2197,276032
4302,504366
4302,66805
6448,57342052
9134,282118
4302,648791
6448,83011392
10720,112328
4302,400934
6448,81457172
6448,83313382
6448,87102252
10720,1346136
6448,62733472
10720,5837
6448,77502892
10720,2098
2197,1232
4302,189
4302,17331
6448,75043692
6448,81454072
10720,1052500
4302,647650
817,524188
1903,1392
9134,2710601
10720,2947
6448,4455752
6448,77041372
6448,77520662
6448,83153992
8113,83
12434,612
1244,12156
829,83110
1244,54619
1244,1462317
1244,1224771
1762,2331311
8113,2597
12434,81
829,13570
1762,617
8113,306898
5,1935
5525,1007
7840,7
7840,399
8955,56895
9902,294966
5,17
5525,1534419
7840,352176
5,16596
5,152578
5525,16
5525,457
5525,846
5525,506447
5,6058
5525,633
8955,71576
5,579
7840,493
7840,15536
12863,273
5,69171
7840,11
7840,1701297
5,3452
7840,229
5,9911
5,4844362
5,338
5525,63
9902,810
5,1048
4167,61
5525,860
7840,1622
5,175
5525,157
7840,368
9902,346796
4167,12246
5525,12167298
7840,189
7840,612
7840,1658
7840,2492
8955,890
1906,167095
7358,1193
8608,705
8608,564
11367,7120111
7358,6318152
7358,4768525
12464,130013
7358,2908
12464,493435
8608,145
5789,1234785
1906,9
1906,234
1906,13966
5789,1274059
11367,1033417
1906,60
12464,565
7358,317167
5789,393339
7358,470296
2742,1415
8489,16726
2742,21
8489,412647
2742,114
2742,4687556
2742,633
2742,389948
2742,1026
3358,4011
8489,3487
2742,4677794
3358,810
5140,165
10595,671
10595,1217
8489,10336
4596,6987
3492,12243
4596,210845
4596,1394945
4596,153715
8062,14464
1836,10651
1152,797
7108,70476
1152,4411200
814,959
3862,13600
5737,5623138
10942,56895
814,354661
12928,58801
814,1188
5737,1416434
7784,705
7784,2127
10942,71069
7784,3220631
814,12088868
3862,2297971
5737,5813136
2632,712900
5737,11
5737,101043
7784,87
7784,413356
13411,56895
2632,816
5737,4656463
814,311820
5737,9810420
7784,1402249
10942,4195
5737,5279
5737,7859
814,6401240
5737,656
5737,159452
10942,439
1607,2705
3575,78703
4037,869
4037,6058
8644,6496873
4037,1042268
4037,1131364
3575,74309
4037,1377312
4251,387412
5841,372175
4037,77207
6596,569
6596,88374
3575,15887
4037,567446
4037,5237378
6677,17331
8815,58877
6596,445
6596,62971
8644,12778
8815,12605
5841,7231
6596,630
4037,1461917
8815,57018
6596,15261365
