,user_id,nb_lang,nb_genres,nb_decades,rank_max_dist
222,308705523,2,12,1,492143
223,357845656,3,15,2,862928
224,401764675,6,43,3,628017
225,1182921422,3,24,2,570344
226,2124752562,6,29,2,879904
227,3030834544,1,8,1,717786
228,3409719104,1,18,2,307064
229,3816083322,2,18,2,495832
230,1885847962,1,6,1,181367
231,260128715,1,5,1,0
232,2982085184,1,17,4,467319
233,3801465782,2,18,4,588935
234,1592565082,3,21,1,640321
235,1672478062,1,7,1,375661
236,3811350282,1,18,2,544044
237,1523448366,1,3,1,6583
238,3380247724,0,0,0,0
239,3000821364,1,13,2,412484
240,2389501544,1,8,1,487113
241,3522356704,2,14,2,151933
242,1763992542,4,39,3,739519
243,2430646408,2,31,2,963694
244,2439089488,3,34,1,535423
245,3852483862,3,24,5,506611
246,16872657,2,50,4,954701
247,272634993,2,32,2,673115
248,403639667,3,27,4,451869
249,843846995,1,13,3,546358
250,1086329664,2,14,1,436141
251,1128140406,3,78,7,920072
252,1202830626,3,61,6,813353
253,1520647082,4,39,2,724862
254,1626302386,4,57,6,727471
255,2589387542,1,12,4,390327
256,3807094002,2,15,3,958015
257,3832171762,2,14,2,629705
258,3845120282,4,17,4,620570
259,59637041,5,44,4,513989
260,448873761,1,38,4,652581
261,932661223,3,32,5,606488
262,1380595784,0,0,0,0
263,3856284022,1,14,2,714748
264,4034638682,1,2,4,156594
265,14781688,2,6,1,145265
266,55204961,3,28,4,673763
267,947297801,4,43,4,960643
268,1297952408,1,24,5,531461
269,3391286784,1,13,2,149143
270,3503294184,3,39,3,513715
271,53939621,1,4,1,421218
272,587769751,3,11,3,431841
273,692185443,0,0,0,0
274,809596367,1,17,2,583944
275,1040998822,1,21,1,658730
276,1741756726,2,13,1,357579
277,1743434286,2,28,2,678371
278,4412571702,0,0,0,0
279,3925522982,1,10,3,293382
280,125862733,2,35,4,794313
281,900121145,3,25,2,469574
282,2498976846,3,21,1,401125
283,4143284682,1,6,2,312845
284,476821643,2,20,4,518582
285,1016687662,2,23,2,565165
286,3724505502,1,2,2,248076
287,890640515,3,9,3,356544
288,865247491,1,0,1,0
289,1818056722,5,25,2,548233
290,2388293924,1,8,1,663371
291,760289465,2,14,3,728200
292,1204885526,1,4,1,0
293,1244578082,2,8,2,76095
294,2436843888,2,17,4,519736
295,3444335464,2,37,4,385029
296,3478300684,2,7,1,473316
297,3965492202,4,89,7,842770
298,4081906642,1,19,2,320534
299,376656745,2,18,4,958501
300,568417341,2,59,5,826949
301,591908781,3,27,4,532943
302,827638887,6,62,7,689194
303,927157283,5,68,6,626977
304,1092912942,2,60,7,985578
305,1542175086,3,33,3,577780
306,2063886882,2,14,5,499400
307,2359869708,2,41,5,945529
308,2656442442,1,30,3,662160
309,2885105664,4,34,3,627239
310,3098360864,1,7,1,443331
311,3759995782,1,12,2,416072
312,32042391,2,16,3,444715
313,960840626,2,23,3,629831
314,1220039346,2,21,2,780661
315,4241828442,2,26,4,583670
316,2390554024,1,3,1,290799
317,2539423886,1,6,1,304943
318,3706441102,2,18,4,167440
319,1024894422,1,0,1,0
320,2082139802,5,34,3,737206
321,936887491,1,4,2,275821
322,1481306142,1,14,3,354973
323,1507731226,1,4,2,66204
324,1554964786,2,25,2,573872
325,1650901182,4,25,2,833979
326,3328378404,2,19,2,287153
327,3597567244,1,2,1,0
328,537585693,1,22,2,719044
329,2435196708,1,7,1,285137
330,1906504786,1,5,1,183791
331,2405406288,2,14,3,292536
332,3562279424,2,9,3,209771
333,523429195,2,3,1,0
334,2309883364,2,6,1,431951
335,5480111,2,26,3,910827
336,485707221,0,0,0,0
337,1800128226,1,1,1,0
338,1845026762,2,3,1,636417
339,1925139986,3,19,2,494203
340,3370438384,1,2,1,0
341,1035295026,1,23,2,755354
342,1286058868,2,18,3,715266
343,1471785082,1,2,1,328324
344,560865991,2,2,1,83956
345,1732740482,1,35,7,552900
346,826312327,2,25,4,454896
347,1881218826,1,8,1,399377
348,1945318582,3,19,4,617373
349,2643857902,3,54,5,549985
350,2830285324,1,10,1,97479
351,3158546484,1,22,3,606685
352,3261363404,4,67,5,734748
353,3604837982,1,7,2,923339
354,3862076042,1,24,4,656621
355,4086586162,2,18,2,561331
356,81681941,7,42,6,611596
357,215391853,2,16,2,278314
358,290735905,1,44,5,605604
359,357749435,8,70,4,992083
360,408644601,2,27,4,640788
361,587539551,4,58,7,994431
362,603409471,0,0,0,0
363,695260671,2,8,5,282392
364,798464687,3,42,5,950774
365,848624993,1,18,3,594919
366,868725091,3,21,1,602553
367,923311513,3,28,1,513655
368,1116857046,3,32,3,599807
369,1438317966,3,37,3,685525
370,1844936566,3,35,4,967787
371,2864576764,3,23,4,374655
372,916991421,3,21,2,739121
373,971890806,1,15,2,323127
374,1297697184,4,37,1,730595
375,1305996104,2,27,2,720213
376,1439945362,2,11,2,506627
377,1534327102,4,23,1,969332
378,273030585,1,7,1,23283
379,736053375,2,26,2,581198
380,1160138006,2,8,3,264919
381,1959309762,4,36,1,441961
382,2198826944,1,9,1,141044
383,2240931728,1,11,1,311201
384,2948087224,1,28,3,568831
385,604559616,1,16,3,221192
386,922045393,3,34,2,543621
387,1675759966,2,22,2,595075
388,1999339606,1,4,1,0
389,2834668044,1,14,3,904621
390,4084757282,2,5,2,214608
391,781416505,2,21,2,443783
392,2652714062,3,40,4,561117
393,649897231,2,14,3,399972
394,712375481,1,1,1,0
395,1814977782,1,5,3,270704
396,491568073,2,4,1,108975
397,2241943844,2,23,2,491275
398,2269968388,1,2,1,0
399,3434143764,1,1,1,0
400,379342955,2,26,4,393437
401,749264977,1,10,1,0
402,1418840862,1,5,1,0
403,1644639022,2,19,1,379170
404,693692111,2,3,2,168672
405,883135965,2,7,2,518178
406,970385582,3,38,6,649095
407,1262115964,3,33,4,969413
408,1462996602,5,22,2,753229
409,1500994506,2,23,3,943363
410,1754629562,3,15,1,632902
411,1991684482,10,83,7,974554
412,2336840344,1,23,4,735676
413,2466306088,2,15,1,558727
414,2698389562,3,31,3,397633
415,3885553182,5,53,6,739854
416,4179510582,6,39,6,592903
417,4290880342,2,36,5,586288
418,4316985662,2,28,4,506477
419,4350426182,1,7,3,540633
420,17215089,5,45,6,468188
421,504344875,3,8,1,459144
422,524657263,4,79,7,691571
423,1009829202,1,2,1,3425
424,1089306908,3,31,2,414871
425,1241163282,3,28,2,504983
426,1407032446,3,11,1,241507
427,1674221782,3,36,4,584295
428,2086647806,1,6,2,528546
429,3368983064,1,8,1,824447
430,6926132,3,59,5,787599
431,634998026,2,58,6,827652
432,1249372242,1,9,1,106870
433,1344569508,2,10,4,602912
434,2885595684,2,32,2,509944
435,3298411644,2,14,2,340698
436,907657941,1,14,2,468216
437,3708800462,1,0,1,0
438,4086358782,3,25,4,505732
439,4300269582,2,19,4,427757
440,244645413,2,20,3,437137
441,298149833,2,7,1,442766
442,1025422566,2,5,2,389669
443,1085529648,3,48,6,470128
444,808797905,1,0,1,0
445,1365548568,3,31,6,568576
446,3682622902,2,10,2,417251
447,4175900042,1,7,2,242403
448,734139895,1,23,2,397075
449,4138796302,1,4,2,161154
450,264897673,1,13,2,564329
451,1988496926,2,34,2,462931
452,3237532124,2,17,4,323328
453,574030751,1,1,1,0
454,827046895,2,12,2,443001
455,2226081524,2,19,1,603312
456,3074186164,2,20,3,416874
457,4146191202,1,4,2,241352
458,476959551,1,4,2,471039
459,3531627424,1,2,1,0
460,390433157,2,6,2,816799
461,1332810344,1,7,1,273374
462,147493401,0,0,0,0
463,1633590522,3,22,1,377495
464,1888841582,5,31,2,631086
465,2257223264,6,35,2,883034
466,2383809128,1,13,2,569707
467,3557200904,2,7,4,257134
468,4147742542,3,10,3,263438
469,134879481,5,53,6,949403
470,235725393,2,23,5,772093
471,824814345,1,15,5,591345
472,1106328742,6,85,7,765881
473,1590780622,5,24,3,664814
474,3104932804,2,14,2,915447
475,893828365,2,37,4,853116
476,907082453,3,38,5,883532
477,1262207604,4,23,3,673003
478,2565610062,2,8,3,482500
479,2964684924,2,20,3,573417
480,3707179782,2,43,5,535831
481,3948325762,1,9,3,191001
482,974216546,2,25,4,648930
483,2044517422,3,25,1,618819
484,2658862282,6,13,3,532924
485,2816524924,2,14,3,487575
486,19599100,2,8,1,898518
487,483675101,4,22,1,550035
488,2329556908,3,15,1,623693
489,3109693364,1,6,2,553575
490,584204161,1,9,2,231767
491,3345112384,2,19,2,887787
492,2774018862,1,7,3,351826
493,2284667028,1,3,2,101111
494,3655767842,1,2,1,689932
495,4268246322,1,16,3,405283
496,2012791046,0,0,0,0
497,6141664,2,26,4,318958
498,2647511122,1,1,2,129825
499,2642383382,2,53,7,421068
500,3289714364,2,39,3,491551
501,3729673562,2,11,4,515809
502,4209414802,3,20,5,540583
503,145227163,3,6,1,404674
504,712301453,2,31,4,954972
505,748604705,4,64,6,716199
506,974893326,6,98,6,969089
507,1135752942,5,67,6,959095
508,1416492362,2,14,4,391227
509,1852852822,2,31,4,945771
510,2258457184,3,32,3,614990
511,2452161124,2,29,3,668477
512,3010963864,3,41,6,468143
513,3705981542,4,25,3,483573
514,684590591,4,59,6,609920
515,749924775,4,78,8,742013
516,1639194886,2,29,3,742548
517,1859072726,1,6,3,415219
518,2655041662,2,15,3,350265
519,798392875,0,0,0,0
520,2035325762,1,14,1,213045
521,2298085288,1,1,1,0
522,542393973,2,11,1,429838
523,1016114366,1,18,4,357895
524,2261126904,2,8,2,526271
525,628068087,3,21,2,571051
526,2389012664,1,2,1,24829
527,1372612328,3,27,6,508646
528,1409296702,2,18,3,642926
529,4381550742,2,10,3,375285
530,2507281582,1,2,1,0
531,825353207,1,9,2,279946
532,3839793982,3,17,3,264033
533,838155625,2,17,3,598355
534,881026881,2,17,1,344659
535,1600048542,4,32,2,765794
536,1716884882,8,53,6,746667
537,2006638046,2,27,2,896559
538,3045109764,5,58,5,966189
539,3658939982,2,5,2,885561
540,4279424242,1,24,5,328330
541,625700537,0,3,1,0
542,700487781,2,37,5,876326
543,731332645,4,56,5,720120
544,751298517,5,63,5,993478
545,917771091,2,17,5,511193
546,1164891522,2,20,5,569316
547,1206792502,2,11,2,566311
548,1339715324,1,11,2,703305
549,1597059186,3,31,3,932733
550,1726940962,4,36,4,554237
551,1813686706,1,16,3,398950
552,2024458682,4,33,1,839561
553,2187491884,7,51,5,499272
554,2402484084,1,6,1,95733
555,2569511562,1,6,1,454078
556,2761042482,6,55,6,646489
557,367587235,1,3,1,244549
558,1902876066,2,16,1,777595
559,2402975624,2,33,6,786386
560,2622346262,4,44,5,573793
561,3529909264,2,5,4,543690
562,409122541,2,17,1,426553
563,690719873,2,29,5,645907
564,985586086,3,33,4,570598
565,2977893564,1,3,1,365883
566,366096163,3,9,2,484291
567,1633367142,3,23,1,550497
568,3098471104,1,17,2,349032
569,3790770282,0,0,0,0
570,691624503,1,5,1,0
571,1064905844,4,37,1,750999
572,2004933766,1,8,1,833819
573,3447700764,1,9,4,521803
574,1393906764,2,11,1,792335
575,3462416524,1,6,2,305834
576,4095268702,2,14,2,555515
577,855854843,2,30,2,543654
578,1059017444,2,21,1,680514
579,1345107564,0,0,0,0
580,632620931,2,32,3,396615
581,4348411082,1,2,1,0
582,1721499702,2,19,1,609928
583,1723501982,1,13,1,918002
584,2963885044,1,6,1,0
585,795859005,3,25,2,580934
586,1436911286,2,6,1,212933
587,3789293702,3,23,3,445478
588,3912654442,1,12,5,184754
589,4392210922,3,32,4,571343
590,1859924,5,55,6,735349
591,8985658,6,74,4,893322
592,116689571,1,10,1,430435
593,363875373,2,7,3,691962
594,391557377,4,29,6,532913
595,464894163,2,30,6,473007
596,581796851,2,36,5,476973
597,772981845,2,11,4,560876
598,1162096066,3,76,7,950614
599,1345779488,3,28,3,582375
600,1487744366,3,36,6,433206
601,1493382302,2,19,2,865180
602,1812472946,1,13,4,304584
603,2407921888,1,24,1,526933
604,2474945528,2,15,2,528646
605,3202717104,4,26,3,597619
606,20345072,4,67,7,494501
607,1387709768,2,9,3,642387
608,1793083366,3,53,7,660830
609,4388527802,2,7,2,490367
610,676109881,1,23,4,305376
611,1131830022,1,20,5,785358
612,1247653002,2,4,1,160100
613,1291958044,2,16,1,359057
614,2525272666,1,16,1,298548
615,3221977944,3,30,1,949143
616,1679428682,1,3,1,318557
617,1969256862,1,6,3,508069
618,2375720468,1,10,1,576989
619,3658736442,1,21,4,518542
620,1456287546,1,3,2,100663
621,1647803962,1,8,1,180702
622,2864548804,1,3,1,180550
623,14803952,2,9,1,587821
624,3249667164,1,8,2,341458
625,573645841,1,11,2,534009
626,862797491,1,1,1,0
627,1941937062,3,15,2,428916
628,1588889686,2,13,1,531664
629,2400141868,2,21,1,320585
630,2258940404,6,54,5,751795
631,2849445124,4,28,4,741949
632,2882663024,3,34,4,486418
633,3613073662,1,6,3,20600
634,5670056,6,57,7,990526
635,291556625,7,38,3,961258
636,401033025,6,86,6,996945
637,796053175,2,37,4,609742
638,933327071,6,75,7,856052
639,981257466,2,26,4,507258
640,1161947062,7,56,3,977825
641,1397410022,5,7,2,438328
642,1496208846,3,31,4,394306
643,488951093,2,21,3,380994
644,587223921,2,5,2,161162
645,1372616188,2,27,4,860804
646,1510195642,1,3,1,5771
647,3313183004,0,6,1,501410
648,3947605122,1,7,2,343481
649,6760344,2,35,6,627280
650,710964803,2,3,1,403710
651,740556675,3,30,5,621351
652,834040237,2,16,2,663987
653,1009195526,2,11,3,589331
654,1545019786,2,29,2,520679
655,1601931902,6,25,2,436851
656,1787328606,2,20,3,561486
657,2289113644,0,0,0,0
658,3716660482,1,10,1,541496
659,1048099962,1,1,1,0
660,2012349086,1,2,1,0
661,2907844764,1,18,4,982797
662,3967580042,2,20,2,343527
663,347014773,1,8,3,410889
664,1024698786,2,16,4,612604
665,1132553662,5,28,3,514267
666,1307722784,1,3,1,175375
667,3865530342,0,2,1,0
668,1049314566,2,13,2,506653
669,3045743744,1,9,1,863187
670,832732025,2,18,4,608132
671,1135764366,1,10,2,727393
672,1578821946,0,2,1,0
673,2990462144,0,0,0,0
674,147822943,2,10,1,85029
675,5966580,4,28,3,463221
676,1271608564,1,3,2,388461
677,3021453324,1,8,1,8303
678,1234147006,1,13,5,519426
679,3151632944,0,0,0,0
680,1267476944,1,4,1,0
681,3204620284,2,17,2,435665
682,3711690862,1,3,1,229610
683,1363599824,1,2,1,0
684,2344432204,3,14,2,594626
685,3669017222,1,1,1,0
686,3461594344,3,42,7,572006
687,3843395742,2,17,2,439977
688,3871357862,2,28,4,764481
689,3911926802,2,20,3,565539
690,332551392,1,13,3,461024
691,345425525,4,26,2,679153
692,693282431,2,25,3,954702
693,843789845,2,48,4,676558
694,1254229866,4,36,1,501796
695,1291635884,3,28,4,677184
696,2341037208,2,25,5,491474
697,2896189764,3,10,2,910752
698,3277890404,2,23,4,441252
699,3911887622,2,10,2,441093
700,1370755584,3,22,2,630270
701,1415785302,2,5,4,402398
702,2058040762,2,13,1,446494
703,2647807262,1,7,2,401842
704,3635548782,2,13,6,354783
705,3860832082,1,17,4,733562
706,966877862,1,4,1,204588
707,1997604786,2,18,3,540247
708,118101891,1,15,2,717862
709,587566151,2,20,1,467349
710,864320711,1,13,3,234191
711,992117142,1,9,1,606728
712,2015115862,1,20,2,381306
713,2086153706,1,15,2,238313
714,3555127024,1,2,1,0
715,13051264,2,30,4,901747
716,410115471,1,17,2,529616
717,1215619402,2,16,2,569822
718,1671339866,0,0,0,0
719,1748206182,1,16,1,546605
720,2296743324,5,29,1,338748
721,265134605,1,4,4,297647
722,1417952526,2,24,2,595478
723,2690750122,6,21,1,628140
724,1953299426,2,8,2,198516
725,3460189664,2,7,5,424061
726,970068962,1,1,1,0
727,1099845502,1,10,2,223252
728,2237571324,1,2,1,0
729,2892375864,0,0,0,0
730,2909606664,3,9,1,375540
731,2394566568,1,6,1,0
732,2250817544,0,0,0,0
733,946614983,2,12,1,428388
734,1529351926,1,0,1,0
735,117238251,4,42,5,978258
736,895054197,3,36,1,565112
737,900831175,4,47,5,678267
738,1168493166,2,10,3,211521
739,1358951668,2,4,3,0
740,1483336446,4,32,4,414059
741,1653106522,5,35,5,707290
742,1985794402,6,106,9,950430
743,2369145804,6,62,6,619556
744,2375708264,6,86,6,960563
745,2581568602,0,0,0,0
746,718222643,2,15,5,436493
747,821375175,2,26,4,627453
748,2070596326,1,17,2,707379
749,2204643184,1,22,4,527671
750,2589154422,4,44,3,694105
751,3045606224,3,37,3,947461
752,3290653184,2,18,3,663600
753,3456884624,4,77,7,719616
754,3478821584,4,34,6,677169
755,1313269308,2,18,3,519127
756,1518859542,3,21,3,259792
757,2974465544,0,0,0,0
758,14616330,3,48,6,754903
759,20325838,1,25,5,579462
760,733334117,1,24,4,572486
761,852872351,3,34,5,675601
762,1408164986,1,9,2,0
763,1751654182,5,51,5,733121
764,2165011768,4,24,1,410659
765,373052107,1,4,3,131757
766,1533602302,2,15,3,401124
767,2998267344,1,3,1,341937
768,16003301,3,26,5,538603
769,709434091,2,1,2,0
770,2779921582,4,25,3,678337
771,3395651404,1,16,3,431967
772,4336279062,2,25,2,511979
773,1727163426,1,3,2,253731
774,897209145,1,14,2,459038
775,757380016,1,16,3,529416
776,884296895,1,15,2,97056
777,906570663,2,7,1,422099
778,1862403126,0,0,1,0
779,2371897704,2,2,2,463225
780,3003169644,4,24,5,368148
781,3738211862,2,25,4,462726
782,1043363226,1,4,1,4490
783,720721151,2,10,1,537095
784,348516335,2,10,3,438206
785,436802733,4,81,7,966782
786,815588795,1,22,3,947014
787,1312130824,5,84,7,598940
788,1965678746,6,50,5,688883
789,2250732744,1,24,1,427560
790,2326003804,1,17,3,475806
791,2727675402,1,9,2,298594
792,3312063924,2,11,2,695039
793,3538693964,2,29,6,307217
794,3688868002,2,41,5,456090
795,686186951,2,18,3,338917
796,814443107,2,24,4,520187
797,950653506,4,43,4,956715
798,1167759726,3,38,4,945771
799,1268784728,3,25,3,655430
800,1324393524,1,2,1,118842
801,2007053842,1,4,2,48900
802,2341921668,1,13,1,530819
803,2661670482,5,27,1,325430
804,3159920364,2,30,3,320151
805,3788691962,1,2,1,0
806,56348491,5,47,5,814338
807,616133897,2,16,3,274126
808,819568327,1,5,1,356900
809,892883737,2,5,2,0
810,1350303108,2,21,1,642202
811,1670927522,2,18,1,673905
812,2289070044,3,20,4,522308
813,3829495922,1,6,1,275397
814,660770143,1,4,3,365374
815,1207913246,1,6,2,199160
816,1471829686,2,21,3,544383
817,4073206882,4,33,4,489950
818,4216967662,0,0,0,0
819,860228211,3,53,7,846583
820,3459377524,2,19,2,526459
821,3629436182,1,15,2,527149
822,4413475342,5,45,6,414600
823,533048425,2,24,5,528835
824,1898019322,1,1,2,0
825,2394944664,1,5,1,573533
826,2077738,2,20,4,547451
827,524010503,2,20,1,157162
828,750660555,3,30,3,411147
829,1458964586,1,10,1,214613
830,1642313222,3,13,2,468878
831,1164319846,1,3,1,0
832,1346357424,1,24,4,312885
833,3347622864,2,8,2,86410
834,1440586946,1,17,3,451729
835,2549925982,1,1,2,0
836,882438573,2,19,4,611126
837,1247057826,3,63,6,767347
838,1981421406,3,20,1,488995
839,2274416664,3,37,5,707342
840,2343410448,1,17,5,405675
841,2764736702,1,10,2,718916
842,2826957064,1,19,3,475699
843,3346062684,2,30,6,546396
844,3544667764,1,3,1,0
845,3589361784,3,31,2,564853
846,3989041982,2,14,2,523760
847,4111777242,4,23,4,527989
848,17450561,7,78,8,567098
849,335645341,1,19,2,629246
850,365245033,2,36,6,579957
851,525190285,1,1,1,0
852,584147681,1,8,2,572269
853,727621823,5,67,3,937211
854,1016580902,3,7,1,367565
855,1077421608,2,28,1,955491
856,1095252782,6,64,8,663724
857,1294009564,3,21,1,711170
858,1870515126,2,24,2,616506
859,2008910786,4,44,5,727985
860,2116578982,2,16,2,701050
861,2432496984,2,14,1,583526
862,2629256882,4,29,3,502920
863,3426724544,2,48,6,598143
864,840844215,2,17,2,293287
865,2655583722,0,1,1,0
866,2825002624,2,7,2,709677
867,3567125784,1,7,4,377741
868,4133414722,1,33,6,661910
869,5896899,2,7,1,309262
870,810674625,1,15,1,644151
871,1124076882,2,20,2,310090
872,2942081144,2,9,2,226415
873,4069142442,1,6,2,200670
874,4357069802,2,10,2,295478
875,1780113666,2,8,2,110852
876,3082925144,2,34,3,599445
877,668636071,1,24,2,324295
878,1593688802,0,0,0,0
879,204135045,1,14,2,399793
880,557069807,2,33,4,556799
881,625143491,1,23,2,644738
882,916260961,2,20,1,580892
883,26352431,2,12,2,543449
884,1323509044,2,5,2,485290
885,4301819302,2,7,3,420904
886,472986181,1,4,1,383074
887,933224713,1,11,2,358997
888,2174718168,2,9,1,589427
889,1117459782,3,18,1,528271
890,1202027386,2,56,3,729093
891,1355857184,7,70,7,677992
892,1681546642,2,26,5,620307
